Laptop,Status,Brand,Model,RAM,Storage,Storage type,Screen,Touch,Final Price,CPU_Brand,GPU_Brand,CPU_Type,GPU_Type,GPU_Category
"Lenovo IdeaPad C340-14IML Intel Core i7-10510U/8GB/512GB SSD/14"" Táctil",1,13,56,8,512,0,14.0,1,899.0,2,3,12,7,1
"Lenovo IdeaPad C340-14IWL Intel Core i3-8145U/8GB/256GB SSD/14"" Táctil",1,13,56,8,256,0,14.0,1,537.19,2,3,10,7,1
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U/8GB/512GB SSD/14"" Táctil",1,13,56,8,512,0,14.0,1,799.0,0,3,8,7,1
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6""",1,13,56,16,1000,0,15.6,0,1249.0,0,6,8,23,0
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",1,13,56,16,512,0,15.6,0,899.0,2,2,12,5,2
"Lenovo IdeaPad Intel Core i5-1135G7/8GB/512GB SSD/15.6""",1,13,56,8,512,0,15.6,0,802.61,2,3,11,7,1
"Lenovo IdeaPad S145-15IIL Intel Core i7-1065G7/8GB/256GB SSD/15.6""",1,13,56,8,256,0,15.6,0,501.99,2,3,12,7,1
Lenovo Legion 5 15ACH6-258 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/15.6'' (PT),1,13,61,16,512,0,15.6,0,1150.04,0,6,8,23,0
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3060/15.6""",1,13,61,16,512,0,15.6,0,1299.0,0,6,8,23,0
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",1,13,61,16,1000,0,15.6,0,996.04,0,6,8,23,0
"Lenovo Legion 5 15IMH05H Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",1,13,61,16,512,0,15.6,0,1475.51,2,6,12,18,0
"Lenovo Legion 5 15ITH6H Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",1,13,61,32,1000,0,15.6,0,1799.0,2,6,12,24,0
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/16""",1,13,61,16,1000,0,16.0,0,2326.78,2,6,12,23,0
"Lenovo Legion 7 16IAX7 Intel Core i9-12900HX/32GB/1TB SSD/RTX 3080Ti/16""",1,13,61,32,1000,0,16.0,0,3337.69,2,6,13,25,0
"Lenovo Legion Y540-15IRH Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""",1,13,61,16,256,0,15.6,0,875.54,2,2,12,6,3
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",1,13,61,16,512,0,15.6,0,860.79,2,2,12,5,2
"Lenovo ThinkBook 14 G2 ITL Intel Core i3-1115G4/8GB/256GB SSD/14""",1,13,101,8,256,0,14.0,0,719.79,2,3,10,7,1
"Lenovo ThinkBook 14 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/14""",1,13,101,16,512,0,14.0,0,1049.0,2,3,11,7,1
"Lenovo ThinkBook 14 IIL Intel Core i3-1005G1/8GB/256GB SSD/14""",1,13,101,8,256,0,14.0,0,585.29,2,3,10,7,1
"Lenovo ThinkBook 14 Intel Core i5-1135G7/16GB/512GB SSD/14""",1,13,101,16,512,0,14.0,0,976.18,2,3,11,7,1
"Lenovo ThinkBook 15 AMD Ryzen 3 4300U/8GB/256GB SSD/15.6""",1,13,101,8,256,0,15.6,0,418.79,0,3,6,7,1
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8GB/256GB SSD/15.6"" Gris",1,13,101,8,256,0,15.6,0,970.48,2,3,11,7,1
"Lenovo ThinkBook 15 IIL Intel Core i3-1005G1/8GB/256GB SSD/15.6""",1,13,101,8,256,0,15.6,0,426.39,2,3,10,7,1
"Lenovo ThinkPad E490 Intel Core i5-8265U/8GB/512GB SSD/14""",1,13,102,8,512,0,14.0,0,882.56,2,3,11,7,1
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",1,13,102,8,256,0,15.6,0,735.92,2,3,12,7,1
"Lenovo ThinkPad L13 Yoga Gen 2 Intel Core  i5-1135G7/16GB/512GB SSD/13.3"" Táctil",1,13,102,16,512,0,13.3,1,1151.84,2,3,11,7,1
"Lenovo ThinkPad L14 Intel Core i5-10210U/16GB/512GB SSD/14""",1,13,102,16,512,0,14.0,0,1074.06,2,3,11,7,1
"Lenovo ThinkPad L390 Intel Core i5-8265U/8GB/256GB SSD/13.3""",1,13,102,8,256,0,13.3,0,1031.46,2,3,11,7,1
"Lenovo ThinkPad L490 Intel Core i7-8565U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,1199.0,2,3,12,7,1
"Lenovo ThinkPad L580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",1,13,102,8,256,0,15.6,0,846.56,2,3,11,7,1
"Lenovo ThinkPad L590 Intel Core i5-8265U/8GB/512GB SSD/15.6""",1,13,102,8,512,0,15.6,0,651.6,2,3,11,7,1
"Lenovo ThinkPad P52s Intel Core i7-8550U/8GB/256GB SSD/Quadro P500/15.6""",1,13,102,8,256,0,15.6,0,877.63,2,5,12,12,3
"Lenovo ThinkPad T14 Gen 1 AMD Ryzen 7 PRO 4750U/16GB/512GB SSD/14""",1,13,102,16,512,0,14.0,0,1439.26,0,3,8,7,1
"Lenovo ThinkPad T14 Intel Core i5-10210U/16GB/512GB SSD/14""",1,13,102,16,512,0,14.0,0,738.0,2,3,11,7,1
"Lenovo ThinkPad T14 Intel Core i5-10210U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,1251.91,2,3,11,7,1
"Lenovo ThinkPad T14s Gen 2 Intel Evo Core i7-1165G7/16GB/512GB SSD/14""",1,13,102,16,512,0,14.0,0,2204.98,2,3,12,7,1
"Lenovo ThinkPad T470 Intel Core i5-7200U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,475.0,2,3,11,7,1
"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,767.75,2,3,12,7,1
"Lenovo ThinkPad T490S Intel Core i7-8565U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,847.12,2,3,12,7,1
"Lenovo ThinkPad T490s Intel Core i7-8565U/16GB/512GB SSD/14""",1,13,102,16,512,0,14.0,0,898.84,2,3,12,7,1
"Lenovo ThinkPad T580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",1,13,102,8,256,0,15.6,0,802.0,2,3,11,7,1
"Lenovo ThinkPad X1 Carbon Intel Core i7-8550U/8GB/512GB SSD/14""",1,13,102,8,512,0,14.0,0,587.32,2,3,12,7,1
"Lenovo ThinkPad X1 Extreme Gen 4 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",1,13,102,16,512,0,16.0,0,2228.08,2,6,12,22,0
"Lenovo ThinkPad X1 Yoga Intel Core i7-8650U/16GB/512GB SSD/14"" Táctil",1,13,102,16,512,0,14.0,1,999.0,2,3,12,7,1
"Lenovo ThinkPad X13 Yoga Gen 1 Intel Core i5-10210U/16GB/512GB SSD/13.3"" Táctil",1,13,102,16,512,0,13.3,1,1779.0,2,3,11,7,1
"Lenovo V14 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/14""",1,13,107,8,256,0,14.0,0,739.61,0,3,7,7,1
"Lenovo V14 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/14""",1,13,107,8,256,0,14.0,0,675.95,2,3,11,7,1
"Lenovo V15 ADA AMD 3020E/8GB/256GB SSD/15.6""",1,13,108,8,256,0,15.6,0,445.79,0,3,3,7,1
"Lenovo V15 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",1,13,108,16,512,0,15.6,0,915.07,2,3,11,7,1
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",1,13,108,16,512,0,15.6,0,786.14,2,3,12,7,1
"Lenovo V15 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",1,13,108,8,256,0,15.6,0,563.92,2,3,10,7,1
"Lenovo V330-15IKB Intel Core i3-8130U/4GB/128GB SSD/15.6""",1,13,110,4,128,0,15.6,0,499.49,2,3,10,7,1
"Lenovo Yoga 9 14ITL5 Intel Evo Core i7-1185G7/16 GB/1TB SSD/14"" Táctil",1,13,118,16,1000,0,14.0,1,1999.0,2,3,12,7,1
"Lenovo Yoga C930-13IKB Intel Core i5-8250U/8GB/512GB SSD/13.9"" Táctil",1,13,118,8,512,0,13.9,1,989.47,2,3,11,7,1
"Lenovo Yoga Creator 7 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",1,13,118,16,512,0,15.6,0,786.84,2,2,12,5,2
"Lenovo Yoga S940-14IIL Intel Core i7-1065G7/16GB/1TB SSD/14""",1,13,118,16,1000,0,14.0,0,1999.0,2,3,12,7,1
"MSI Alpha 15 A3DDK-001XES AMD Ryzen 7 3750H/16GB/512GB SSD/RX 5500M/15.6""",1,14,16,16,512,0,15.6,0,721.14,0,8,8,38,3
"MSI Alpha 15 A4DEK-006XES AMD Ryzen 7 4800H/16GB/512GB SSD/RX 5600M/15.6""",1,14,16,16,512,0,15.6,0,711.94,0,3,8,7,1
"MSI Bravo 15 B5ED-015XES AMD Ryzen 7 5800H/16GB/1TB SSD/RX6500M/15.6""",1,14,25,16,1000,0,15.6,0,1149.0,0,7,8,32,3
"MSI Creator 15 A10SET-082ES Intel Core i7-10750H/32GB/1TB SSD/RTX 2060/15.6"" Táctil",1,14,29,32,1000,0,15.6,1,1414.04,2,6,12,18,0
"MSI Creator 15 A10SF-018ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070/15.6"" 4K",1,14,29,32,1000,0,15.6,0,1592.89,2,6,12,19,0
"MSI Creator 17 A10SFS-625ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/17.3"" 4K",1,14,29,32,1000,0,17.3,0,2059.49,2,6,12,19,0
"MSI Creator Pro M15 A11UIS-846XES Intel Core i7-11800H/16GB/512GB SSD/RTX A1000/15.6""",1,14,29,16,512,0,15.6,0,1399.0,2,6,12,13,0
"MSI Creator Pro Z17 A12UKST-203ES Intel Core i7-12700H/32GB/1TB SSD/RTX A3000/17"" Táctil",1,14,29,32,1000,0,17.0,1,3449.0,2,6,12,15,0
"MSI Creator Z16 A11UE-020XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",1,14,29,32,1000,0,16.0,0,2149.0,2,6,12,23,0
"MSI Creator Z16 A11UE-088XES Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",1,14,29,16,1000,0,16.0,0,1999.0,2,6,12,23,0
"MSI Creator Z16 A12UET-011ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16"" Táctil",1,14,29,32,1000,0,16.0,1,2699.0,2,6,12,23,0
"MSI Creator Z16P B12UGST-030ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3070Ti/16"" Táctil",1,14,29,64,2000,0,16.0,1,3699.0,2,6,13,24,0
"MSI Creator Z17 A12UHST-027ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3080Ti/17"" Táctil",1,14,29,64,2000,0,17.0,1,4599.0,2,6,13,25,0
"MSI Creator Z17 A12UHT-034ES Intel Core i9-12900H/32GB/2TB SSD/RTX 3080/17"" Táctil",1,14,29,32,2000,0,17.0,1,3899.0,2,6,13,25,0
"MSI Crosshair 15 Rainbow Six Extraction Edition B12UGZ-080ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070/15.6""",1,14,30,32,1000,0,15.6,0,2299.0,2,6,12,24,0
"MSI Delta 15 A5EFK-011XES AMD Ryzen 9 5900HX/16 GB/1TB SSD/RX 6700M/15.6""",1,14,32,16,1000,0,15.6,0,1699.0,0,7,9,34,0
"MSI GE66 Raider 10SFS-624ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/15.6""",1,14,88,32,1000,0,15.6,0,1746.33,2,6,12,19,0
"MSI GE66 Raider 10UE-404XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",1,14,88,32,1000,0,15.6,0,1283.43,2,6,12,23,0
"MSI GE66 Raider 10UG-403XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",1,14,88,32,1000,0,15.6,0,1366.34,2,6,12,24,0
"MSI GE66 Raider 10UG-602ES Intel Core i9-10980HK/32GB/1TB SSD/RTX 3070/15.6""",1,14,88,32,1000,0,15.6,0,1820.65,2,6,13,24,0
"MSI GE66 Raider 10UG-605ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",1,14,88,32,1000,0,15.6,0,1960.24,2,6,12,24,0
"MSI GE66 Raider 10UH-068ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/15.6""",1,14,88,32,1000,0,15.6,0,2115.19,2,6,12,25,0
"MSI GE66 Raider 11UH-463XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",1,14,88,32,1000,0,15.6,0,1889.29,2,6,12,25,0
"MSI GE75 Raider 9SG-1203XES Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/17.3""",1,14,88,32,1000,0,17.3,0,1717.18,2,6,12,20,0
"MSI GE76 Raider 10UH-061ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/17.3""",1,14,88,32,1000,0,17.3,0,2429.64,2,6,12,25,0
"MSI GE76 Raider 11UG-236ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",1,14,88,32,1000,0,17.3,0,2243.18,2,6,12,24,0
"MSI GF63 Thin 10SCXR-405XES Intel Core i7-10750H/16GB/512GB SSD/GTX 1650/15.6""",1,14,100,16,512,0,15.6,0,736.49,2,2,12,5,2
"MSI GF63 Thin 9SC-047XES Intel Corei7-9750H/16GB/512GB SSD/GTX 1650/15.6""",1,14,100,16,512,0,15.6,0,646.73,2,2,12,5,2
"MSI GF65 Thin 10SER-884XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",1,14,100,16,512,0,15.6,0,739.38,2,6,12,18,0
"MSI GF65 Thin 10UE-274XES Intel Core i5-10500H/16GB/512GB SSD/RTX 3060/15.6""",1,14,100,16,512,0,15.6,0,806.49,2,6,11,23,0
"MSI GF65 Thin 9SD-072XES Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",1,14,100,16,512,0,15.6,0,806.28,2,2,12,6,3
"MSI GF75 Thin 10SER-427XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/17.3""",1,14,100,16,512,0,17.3,0,998.69,2,6,12,18,0
"MSI GF75 Thin 10UE-017XES Intel Core i7-10750H/16GB/512GB SSD/RTX 3060/17.3""",1,14,100,16,512,0,17.3,0,877.09,2,6,12,23,0
"MSI GL65 9SEK-210XES Intel Core i7-9750H/16GB/512GB SSD/RTX 2060/15.6""",1,14,51,16,512,0,15.6,0,885.84,2,6,12,18,0
"MSI GL65 Leopard 10SDK-600XES Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",1,14,62,16,1000,0,15.6,0,1043.94,2,2,12,6,3
"MSI GL65 Leopard 10SFR-483XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",1,14,62,16,512,0,15.6,0,861.99,2,6,12,19,0
"MSI GL65 Leopard 10SFSK-280XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070 SUPER/15.6""",1,14,62,16,1000,0,15.6,0,901.09,2,6,12,19,0
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",1,14,52,16,1000,0,17.3,0,937.48,2,6,12,18,0
"MSI GL75 Leopard 10SEK-040XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",1,14,62,16,1000,0,17.3,0,1073.34,2,6,12,18,0
"MSI GL75 Leopard 10SEK-261XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",1,14,62,16,1000,0,17.3,0,1007.59,2,6,12,18,0
"MSI GL75 Leopard 10SFK-060XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/17.3""",1,14,62,16,1000,0,17.3,0,958.04,2,6,12,19,0
"MSI GP65 Leopard 10SDK-817XES Intel Core i7-10870H/16GB/512GB SSD/GTX 1660Ti/15.6""",1,14,62,16,512,0,15.6,0,1182.53,2,2,12,6,3
"MSI GP66 Leopard 10UE-226XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",1,14,62,16,1000,0,15.6,0,1086.64,2,6,12,23,0
"MSI GP66 Leopard 10UE-484XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",1,14,62,16,1000,0,15.6,0,1022.79,2,6,12,23,0
"MSI GP66 Leopard 11UG-089XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",1,14,62,32,1000,0,15.6,0,1949.0,2,6,12,24,0
"MSI GP75 Leopard 9SF-1037XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2070/17.3""",1,14,62,16,1000,0,17.3,0,1092.48,2,6,12,19,0
"MSI GP76 Leopard 10UG-066XES Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3""",1,14,62,16,1000,0,17.3,0,1283.54,2,6,12,24,0
"MSI GP76 Leopard 11UG-238ES Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",1,14,62,16,1000,0,17.3,0,1979.0,2,6,12,24,0
"MSI GP76 Leopard 11UG-239XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/17.3""",1,14,62,16,1000,0,17.3,0,1999.0,2,6,12,24,0
"MSI GS65 Stealth 8SF-036ES Intel Core i7-8750H/16GB/512GB SSD/RTX 2070/15.6""",1,14,92,16,512,0,15.6,0,1430.18,2,6,12,19,0
"MSI GS66 Stealth 10UE-260ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",1,14,92,32,1000,0,15.6,0,1659.24,2,6,12,23,0
"MSI GS66 Stealth 10UG-480ES Intel Core i9-10980HK/64GB/2TB SSD/RTX 3070/15.6""",1,14,92,64,2000,0,15.6,0,2679.88,2,6,13,24,0
"MSI GS66 Stealth 11UH-072ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",1,14,92,32,1000,0,15.6,0,2256.03,2,6,12,25,0
"MSI GS75 Stealth 10SE-816XES Intel Core i7-10875H/32GB/1TB SSD/RTX 2060/17.3""",1,14,92,32,1000,0,17.3,0,1196.48,2,6,12,18,0
"MSI GS75 Stealth 9SG-267ES Intel Core i7-9750H/32GB/2TB SSD/RTX 2080/17.3""",1,14,92,32,2000,0,17.3,0,2067.84,2,6,12,20,0
"MSI GT76 Titan DT 10SFS-209ES Intel Core i7-10700K/32GB/1TB+1TB SSD/RTX 2070 SUPER/17.3""",1,14,103,32,1000,0,17.3,0,1721.09,2,6,12,19,0
"MSI GT76 Titan DT 9SG-026ES Intel Core i7-9750H/64GB/2TB SSD/RTX 2080/17.3""",1,14,103,64,2000,0,17.3,0,2373.14,2,6,12,20,0
"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3050/15.6""",1,14,58,16,1000,0,15.6,0,916.94,2,6,12,22,0
"MSI Katana GF66 11UE-066ES Intel Core i7-11800H/16 GB/1 TB SSD/RTX 3060/15.6""",1,14,58,16,1000,0,15.6,0,1699.0,2,6,12,23,0
"MSI Katana GF66 11UE-667XES Intel Core i7-11800H/8GB/512GB SSD/RTX 3060/15.6""",1,14,58,8,512,0,15.6,0,1469.0,2,6,12,23,0
"MSI Katana GF66 11UG-072XES Intel Core i7-11800H/16GB/512GB SSD/RTX 3070/15.6""",1,14,58,16,512,0,15.6,0,1071.44,2,6,12,24,0
"MSI Katana GF66 12UE-090ES Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",1,14,58,16,1000,0,15.6,0,1749.0,2,6,12,23,0
"MSI Katana GF66 12UE-091XES Intel Core i7-12700H/16GB/512GB SSD/RTX3060/15.6""",1,14,58,16,512,0,15.6,0,1499.0,2,6,12,23,0
"MSI Katana GF76 12UE-058XES Intel Core i7-12700H/16 GB/512GB SSD/RTX 3060/17.3""",1,14,58,16,512,0,17.3,0,1549.0,2,6,12,23,0
"MSI Modern 14 A10RAS-1049XES Intel Core I7-10510U/32GB/1TB SSD/MX330/14""",1,14,68,32,1000,0,14.0,0,840.84,2,4,12,9,2
"MSI Modern 14 A10RAS-870XES Intel Core I7-10510U/16GB/1TB SSD/MX330/14""",1,14,68,16,1000,0,14.0,0,899.99,2,4,12,9,2
"MSI Modern 14 B10MW-215XES Intel Core i5-10210U/16GB/512GB SSD/14""",1,14,68,16,512,0,14.0,0,588.29,2,3,11,7,1
MSI Modern 14 B10MW-614XPT Intel Core i7-10510U/16GB/512GB SSD/14'' (PT),1,14,68,16,512,0,14.0,0,649.0,2,3,12,7,1
"MSI Modern 14 B10RBSW-063XES Intel Core i7-10510U/16GB/1TB SSD/MX 350/14""",1,14,68,16,1000,0,14.0,0,711.94,2,3,12,7,1
"MSI Modern 14 B10RBSW-419XES Intel Core i7-10510U/16GB/1TB SSD/MX 350/14""",1,14,68,16,1000,0,14.0,0,644.39,2,3,12,7,1
"MSI Modern 14 B11MO-079XES Intel Core i7-1165G7/16GB/512GB SSD/14""",1,14,68,16,512,0,14.0,0,999.0,2,3,12,7,1
"MSI Modern 14 B11MOU-1060XES Intel Core i5-1155G7/16GB/512GB SSD/14""",1,14,68,16,512,0,14.0,0,799.0,2,3,11,7,1
"MSI Modern 14 B11SB-008ES Intel Core i7-1165G7/16GB/1TB SSD/MX450/14""",1,14,68,16,1000,0,14.0,0,1449.0,2,4,12,10,2
"MSI Modern 14 B11SB-009XES Intel Core i7-1165G7/16GB/512GB SSD/MX450/14""",1,14,68,16,512,0,14.0,0,676.79,2,4,12,10,2
"MSI Modern 14 B11SB-420XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/14""",1,14,68,32,1000,0,14.0,0,997.74,2,4,12,10,2
"MSI Modern 14 B4MW-056XES AMD Ryzen 5 4500U/8GB/512GB SSD/14""",1,14,68,8,512,0,14.0,0,642.39,0,3,7,7,1
"MSI Modern 15 A10M-628XES Intel Core i5-10210U/16GB/512GB SSD/15.6""",1,14,68,16,512,0,15.6,0,631.18,2,3,11,7,1
"MSI Modern 15 A10RBS-484XES Intel Core i7-10510U/16GB/1TB SSD/MX350/15.6""",1,14,68,16,1000,0,15.6,0,665.74,2,3,12,7,1
"MSI Modern 15 A11SB-011ES Intel Core i7-1165G7/16GB/1TB SSD/MX450/15.6""",1,14,68,16,1000,0,15.6,0,712.99,2,4,12,10,2
"MSI Modern 15 A11SB-858XES Intel Core i7-1195G7/32GB/1TB SSD/MX450/15.6""",1,14,68,32,1000,0,15.6,0,1399.0,2,4,12,10,2
"MSI Modern 15 A11SBU-620XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/15.6""",1,14,68,32,1000,0,15.6,0,1123.29,2,4,12,10,2
"MSI Modern 15 A5M-010XES AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",1,14,68,8,512,0,15.6,0,444.19,0,3,7,7,1
"MSI P65 Creator 8SF-240ES Intel Core i7-8750H/32GB/1TB SSD/RTX 2070/15.6""",1,14,29,32,1000,0,15.6,0,1764.19,2,6,12,19,0
"MSI Prestige 14 A11SCS-038ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650Ti/14""",1,14,83,16,1000,0,14.0,0,1124.79,2,2,12,5,2
"MSI Prestige 14 A11SCX-002ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",1,14,83,16,1000,0,14.0,0,1599.0,2,2,12,5,2
"MSI Prestige 14 A11SCX-432ES Intel Core i7-1185G7/16GB/512GB SSD/GTX 1650/14""",1,14,83,16,512,0,14.0,0,843.14,2,2,12,5,2
"MSI Prestige 14 A12SC-069XES Intel Core i7-1280P/16GB/512GB SSD/GTX1650/14""",1,14,83,16,512,0,14.0,0,1349.0,2,2,12,5,2
"MSI Prestige 14 A12UC-065XES Intel Core i7-1280P/16GB/1TB SSD/RTX3050/14""",1,14,83,16,1000,0,14.0,0,1499.0,2,6,12,22,0
"MSI Prestige 14 Evo A11M-003ES Intel Core i7-1185G7/16GB/512GB SSD/14""",1,14,83,16,512,0,14.0,0,1149.0,2,3,12,7,1
"MSI Prestige 15 A10SC-044XES Intel Core i7-10710U/16GB/512GB SSD/GTX 1650/15.6""",1,14,83,16,512,0,15.6,0,789.19,2,2,12,5,2
"MSI Prestige 15 A10SC-060XES Intel Core i7-10710U/16GB/1TB SSD/GTX 1650/15.6""",1,14,83,16,1000,0,15.6,0,1022.39,2,2,12,5,2
"MSI Prestige 15 A10SC-293XES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",1,14,83,32,1000,0,15.6,0,1014.54,2,2,12,5,2
"MSI Prestige 15 A11SCS-032XES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650Ti/15.6""",1,14,83,32,1000,0,15.6,0,1014.19,2,2,12,5,2
"MSI Prestige 15 A11SCX-019XES Intel Core i7-1185G7/16GB/512GB SSD/GTX 1650/15.6""",1,14,83,16,512,0,15.6,0,1529.0,2,2,12,5,2
"MSI Prestige 15 A11SCX-409XES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650/15.6""",1,14,83,32,1000,0,15.6,0,1040.54,2,2,12,5,2
"MSI Prestige 15 A11UC-096XES Intel Core i7-1195G7/32GB/1TB SSD/RTX 3050/15.6""",1,14,83,32,1000,0,15.6,0,1599.0,2,6,12,22,0
"MSI Pulse GL66 11UEK-061XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3060/15.6""",1,14,86,16,1000,0,15.6,0,1599.0,2,6,12,23,0
"MSI Pulse GL66 12UEK-085ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",1,14,86,16,1000,0,15.6,0,1799.0,2,6,12,23,0
"MSI Pulse GL66 12UGK-084XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",1,14,86,16,1000,0,15.6,0,1899.0,2,6,12,24,0
"MSI Pulse GL66 12UGSZOK-1204XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",1,14,86,16,1000,0,15.6,0,2099.0,2,6,12,24,0
"MSI Pulse GL76 11UEK-038XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",1,14,86,32,1000,0,17.3,0,1138.23,2,6,12,23,0
"MSI Pulse GL76 11UEK-055XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3060/17.3""",1,14,86,16,1000,0,17.3,0,1334.69,2,6,12,23,0
"MSI Pulse GL76 12UEK-057XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",1,14,86,16,1000,0,17.3,0,1699.0,2,6,12,23,0
"MSI Pulse GL76 12UEK-093ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",1,14,86,16,1000,0,17.3,0,1899.0,2,6,12,23,0
"MSI Pulse GL76 12UGK-095XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",1,14,86,16,1000,0,17.3,0,1999.0,2,6,12,24,0
"MSI Pulse GL76 12UGK-242ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",1,14,86,16,1000,0,17.3,0,2199.0,2,6,12,24,0
